Make,Model,Variant,Ex-Showroom_Price(Rs.),Displacement(cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Emission_Norm,Engine_Location,Fuel_Tank_Capacity(litres),Height(mm),Length(mm),Width(mm),Doors,City_Mileage(km/litre),Gears,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Seating_Capacity,Wheelbase(mm),Boot_Space(litres)
Volkswagen,Ameo,Gt Line Tdi Dsg,999900,1498,4,4,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",45,1483,3995,1682,4,15.3,7,195 / 55 R16,195 / 55 R16,5,2470,330
Ford,Aspire,1.2 Ti-Vct Ambiente,598500,1194,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",42,1525,3995,1704,4,15.3,5,175/65R14,175/65R14,5,2490,257
Ford,Aspire,1.2 Ti-Vct Trend Plus,697400,1194,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",42,1525,3995,1704,4,15.3,5,175/65R14,175/65R14,5,2490,257
Ford,Aspire,1.2 Ti-Vct Trend,663400,1194,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",42,1525,3995,1704,4,15.3,5,175/65R14,175/65R14,5,2490,257
Ford,Aspire,1.5 Tdci Ambiente,699400,1498,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1525,3995,1704,4,15.3,5,175/65R14,175/65R14,5,2490,257
Ford,Aspire,1.5 Tdci Trend,737400,1498,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1525,3995,1704,4,15.3,5,175/65R14,175/65R14,5,2490,257
Ford,Aspire,1.5 Tdci Trend Plus,777400,1498,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1525,3995,1705,4,15.3,5,175/65R14,175/65R14,5,2490,257
Ford,Aspire,1.5 Tdci Titanium,817400,1498,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1525,3995,1704,4,15.3,5,195/55R15,195/55R15,5,2490,257
Ford,Aspire,1.5 Tdci Titanium Plus,862400,1498,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1525,3995,1704,4,15.3,5,195/55R15,195/55R15,5,2490,257
Ford,Aspire,1.2 Ti-Vct Titanium Plus,782400,1194,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",42,1525,3995,1704,4,15.3,5,195/55R15,195/55R15,5,2490,257
Ford,Aspire,1.2 Ti-Vct Titanium,737400,1194,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",42,1525,3995,1704,4,15.3,5,195/55R15,195/55R15,5,2490,257
Ford,Aspire,1.2 Trend Plus Cng,758314,1194,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",42,1525,3995,1704,4,15.3,5,175/65R14,175/65R14,5,2490,257
Ford,Aspire,1.2 Ti-Vct Blu,762400,1194,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",42,1525,3995,1704,4,15.3,5,195/55R15,195/55R15,5,2490,257
Ford,Aspire,1.5 Tdci Blu,842400,1498,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1525,3995,1704,4,15.3,5,195/55R15,195/55R15,5,2490,257
Toyota,Platinum Etios,G,627100,1496,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1510,4369,1695,4,13,5,175/70R15,175/70R15,5,2550,592
Toyota,Platinum Etios,V,718600,1496,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1510,4369,1695,4,13,5,185/60R15,185/60R15,5,2550,592
Toyota,Platinum Etios,Gd,734700,1364,4,2,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1510,4369,1695,4,20.32,5,175/70R15,175/70R15,5,2550,592
Toyota,Platinum Etios,Vd,828600,1364,4,2,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1510,4369,1695,4,20.3,5,185/60R15,185/60R15,5,2550,592
Toyota,Platinum Etios,Vxd,888400,1364,4,2,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1510,4369,1695,4,20.32,5,185/60R15,185/60R15,5,2550,592
Toyota,Platinum Etios,Vx,778400,1496,4,4,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",45,1510,4369,1695,4,13,5,185/60R15,185/60R15,5,2550,592
Toyota,Platinum Etios,Gx,689600,1496,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1510,4369,1695,4,13.6,5,175/70R15,175/70R15,5,2550,592
Toyota,Platinum Etios,Gxd,799600,1364,4,2,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1510,4369,1695,4,20.3,5,185/60R15,185/60R15,5,2550,592
Toyota,Platinum Etios,Vxd Limited Edition,913400,1364,4,2,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1510,4369,1695,4,20.32,5,185/60R15,185/60R15,5,2550,592
Toyota,Platinum Etios,Vx Limited Edition,803400,1496,4,4,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",45,1510,4369,1695,4,13.6,5,185/60R15,185/60R15,5,2550,592
Toyota,Etios Cross,V,802000,1496,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1555,3895,1735,5,15,5,185/60R15,185/60R15,5,2460,251
Toyota,Etios Cross,G,650000,1197,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1555,3895,1735,5,16,5,185/60R15,185/60R15,5,2460,251
Toyota,Etios Cross,Vd,797500,1364,4,2,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1555,3895,1735,5,18.1,5,185/60R15,185/60R15,5,2460,251
Toyota,Etios Cross,Gd,766000,1364,4,2,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1555,3895,1735,5,18.1,5,185/60R15,185/60R15,5,2460,251
Toyota,Etios Cross,1.2 X Edition,668500,1197,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1555,3895,1735,5,16.78,5,185/60R15,185/60R15,5,2460,251
Toyota,Etios Cross,1.4 X Edition,816000,1364,4,2,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1555,3895,1735,5,18.1,5,185/60R15,185/60R15,5,2460,251
Mahindra,Verito Vibe,D2,657628,1461,4,2,FWD (Front Wheel Drive),BS IV,"Front, Transverse",50,1540,3991,1740,5,18,5,185/70R14,185/70R14,5,2630,330
Mahindra,Verito Vibe,D4,685729,1461,4,2,FWD (Front Wheel Drive),BS IV,"Front, Transverse",50,1540,3991,1740,5,18,5,185/70R14,185/70R14,5,2630,330
Mahindra,Verito Vibe,D6,750428,1461,4,2,FWD (Front Wheel Drive),BS IV,"Front, Transverse",50,1540,3991,1740,5,18,5,185/70R14,185/70R14,5,2630,330
Fiat,Urban Cross,1.3 Multijet Active,677618,1248,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1542,3989,1706,5,20,5,205/55 R16,205/55 R16,5,2510,280
Fiat,Urban Cross,1.3 Multijet Dynamic,739074,1248,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1542,3989,1706,5,20,5,205/55 R16,205/55 R16,5,2510,280
Fiat,Urban Cross,1.4 T-Jet Emotion,977516,1368,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1542,3989,1706,5,17,5,205/55 R16,205/55 R16,5,2510,280
Fiat,Urban Cross,1.3 Multijet Emotion,810211,1248,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1542,3989,1706,5,20,5,205/55 R16,205/55 R16,5,2510,280
Toyota,Glanza,G Hybrid,721900,1197,4,4,FWD (Front Wheel Drive),BS 6,"Front, Longitudinal",37,1540,3995,1745,5,18.1,5,195 / 55 R16,195 / 55 R16,5,2520,339
Toyota,Glanza,V,758200,1197,4,4,FWD (Front Wheel Drive),BS 6,"Front, Longitudinal",37,1540,3995,1745,5,18.1,5,195 / 55 R16,195 / 55 R16,5,2520,339
Toyota,Glanza,G Cvt,829900,1197,4,4,FWD (Front Wheel Drive),BS 6,"Front, Longitudinal",37,1540,3995,1745,5,18.1,5,195 / 55 R16,195 / 55 R16,5,2520,339
Toyota,Glanza,V Cvt,890200,1197,4,4,FWD (Front Wheel Drive),BS 6,"Front, Longitudinal",37,1540,3995,1745,5,18.1,5,195 / 55 R16,195 / 55 R16,5,2520,339
Toyota,Glanza,G Mt,697900,1197,4,4,FWD (Front Wheel Drive),BS 6,"Front, Longitudinal",37,1540,3995,1745,5,18.1,5,195 / 55 R16,195 / 55 R16,5,2520,339
Fiat,Avventura,Multijet Dynamic,796132,1248,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1542,3989,1706,5,11.2,5,205/55R16,205/55R16,5,2510,280
Fiat,Avventura,Multijet Active,711801,1248,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1542,3989,1706,5,11.2,5,205/55R16,205/55R16,5,2510,280
Fiat,Avventura,Multijet Emotion,876341,1248,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",45,1542,3989,1706,5,11.2,5,205/55R16,205/55R16,5,2510,280
Honda,Jazz,V Petrol,745000,1199,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1544,3955,1694,5,11.3,5,175/65R15,175/65R15,5,2530,354
Honda,Jazz,Vx Cvt,909000,1199,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1544,3955,1694,5,11.3,5,175/65R15,175/65R15,5,2530,354
Honda,Jazz,Vx Petrol,789000,1199,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1544,3955,1694,5,11.3,5,175/65R15,175/65R15,5,2530,354
Honda,Jazz,V Cvt,865000,1199,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1544,3955,1694,5,11.3,5,175/65R15,175/65R15,5,2530,354
Honda,Jazz,S Diesel,816500,1498,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1544,3955,1694,5,12,6,175/65,175/65,5,2530,354
Honda,Jazz,V Diesel,896500,1498,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1544,3955,1694,5,12,6,175/65R15,175/65R15,5,2530,354
Honda,Jazz,Vx Diesel,940500,1498,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1544,3955,1694,5,12,6,175/65R15,175/65R15,5,2530,354
Honda,Jazz,Exclusive Edition Cvt,928000,1199,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",40,1544,3955,1694,5,13,5,175/65R15,175/65R15,5,2530,354
Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,2680000,1956,4,4,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",60,1657,4398,1818,5,15,9,225 / 60 R17,225 / 60 R17,5,2636,438
Jeep,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,2760000,1956,4,4,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",60,1657,4398,1818,5,16,9,265 / 60 R17,265 / 60 R17,5,2636,438
Isuzu,Mu-X,4X2,2734834,2999,4,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",76,1840,4825,1860,5,13.8,5,245/70R17,245/70R17,7,2845,438
Isuzu,Mu-X,4X4,2931534,2999,4,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",76,1840,4825,1860,5,13.8,5,245/70R17,245/70R17,7,2845,438
Mahindra,Alturas G4,2Wd At,2770150,2157,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",70,1845,4850,1960,5,11.3,7,255/60 R18,255/60 R18,7,2865,438
Mahindra,Alturas G4,4Wd At,3070150,2157,4,4,4WD,BS IV,"Front, Transverse",70,1845,4850,1960,5,11.3,7,255/60 R18,255/60 R18,7,2865,438
Volkswagen,Tiguan,Comfortline 2.0L Tdi Amt,2814500,1968,4,4,AWD (All Wheel Drive),BS IV,"Front, Transverse",71,1672,4486,1839,5,11.3,8,215/65R17,215/65R17,5,2677,615
Volkswagen,Tiguan,Highline 2.0L Tdi Amt,3153500,1968,4,4,AWD (All Wheel Drive),BS IV,"Front, Transverse",71,1672,4486,1839,5,11.3,8,235/55R18,235/55R18,7,2677,615
Honda,Cr-V,2Wd Petrol Cvt,2827001,1997,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",57,1679,4592,1855,5,11.3,7,235 / 65 R18,235 / 60 R18,5,2660,522
Honda,Cr-V,2Wd Diesel At,3067001,1597,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",57,1679,4592,1855,5,11.3,9,235 / 65 R18,235 / 60 R18,7,2660,150
Honda,Cr-V,Awd Diesel At,3277001,1597,4,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",57,1689,4592,1855,5,11.3,9,235 / 65 R18,235 / 60 R18,7,2660,150
Skoda,Superb Sportline,Sportline 1.8L Tsi At,2899599,1798,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",66,1483,4861,1864,4,11.3,7,215/55 R17,215/55 R17,5,2841,625
Skoda,Superb Sportline,Sportline 2.0L Tdi At,3149599,1968,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",66,1483,4861,1864,4,15.1,6,215/55 R17,215/55 R17,5,2841,625
Audi,A3,35 Tdi Premium Plus,3021200,1968,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",50,1416,4456,1796,4,18,6,205/55R17,205/55R17,5,2637,425
Audi,A3,35 Tdi Technology,3221200,1968,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",50,1416,4456,1796,4,18,6,205/55R17,205/55R17,5,2637,425
Audi,A3,35 Tfsi Premium Plus,2920750,1395,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",50,1416,4456,1796,4,12.4,7,205/55R17,205/55R17,5,2637,425
Audi,A3,35 Tfsi Technology,3120750,1395,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",50,1416,4456,1796,4,12.4,7,205/55R17,205/55R17,5,2637,425
Mercedes Benz,Mercedes-Benz B-Class,B 180 Sport,2988311,1595,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",50,1557,4393,1786,5,9.5,7,205/55R16,205/55R16,5,2699,488
Mercedes Benz,Mercedes-Benz B-Class,B 200 Cdi Sport,3089851,2143,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",50,1557,4393,1786,5,11.5,7,205/55R16,205/55R16,5,2699,488
Mercedes Benz,Mercedes-Benz B-Class,B 180 Night Edition,3198662,1595,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",50,1557,4393,1786,5,9.5,7,205/55R16,205/55R16,5,2699,488
Mercedes Benz,Mercedes-Benz B-Class,B 200 Cdi Night Edition,3303282,2143,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",50,1557,4393,1786,5,11.5,7,205/55R16,205/55R16,5,2699,488
Mercedes Benz,Mercedes-Benz Cla-Class,200 Sport,3599000,1991,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",56,1432,4630,1777,4,11.04,7,225/45R17,225/45R17,5,2699,470
Mercedes Benz,Mercedes-Benz Cla-Class,200 Cdi Style,3172000,2143,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",56,1432,4630,1777,4,13.9,7,225/45R17,225/45R17,5,2699,470
Mercedes Benz,Mercedes-Benz Cla-Class,200 D Sport,3699000,2143,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",56,1432,4630,1777,4,13.9,7,225/45R17,225/45R17,5,2699,470
Skoda,Kodiaq,Style 2.0 Tdi 4X4 At,3299599,1968,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",66,1483,4861,1864,4,15.1,6,215/55 R17,215/55 R17,5,2841,625
Skoda,Kodiaq,Laurin And Klement,3678599,1968,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",66,1483,4861,1864,4,15.1,6,215/55 R17,215/55 R17,5,2841,625
Skoda,Kodiaq,Corporate Edition,3299599,1968,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",66,1483,4861,1864,4,15.1,6,215/55 R17,215/55 R17,5,2841,625
Dc,Avanti,Standard,3407407,2000,4,4,RWD (Rear Wheel Drive),BS IV,"Rear Mid, Transverse",60,1200,4565,2120,2,8,6,255/35R20,295/30R20,2,2700,432
Audi,Q3,30 Tdi Premium Fwd,3677200,1968,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",64,1608,4388,1831,5,12,7,215/65R16,215/65R16,5,2603,460
Audi,Q3,35 Tdi Quattro Premium Plus,3992200,1968,4,4,AWD (All Wheel Drive),BS IV,"Front, Transverse",64,1608,4388,1831,5,12,7,235/55R17,235/55R17,5,2603,460
Audi,Q3,35 Tdi Quattro Technology,4361000,1968,4,4,AWD (All Wheel Drive),BS IV,"Front, Transverse",64,1608,4388,1831,5,12,7,235/55R17,235/55R17,5,2603,460
Audi,Q3,30 Tfsi Premium,3496750,1395,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",64,1608,4388,1831,5,12,7,235/55 R17,235/55 R17,5,2603,460
Mini,Cooper 5 Door,Cooper D,3600000,1496,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",64,1425,3982,1727,5,10.3,6,175/65 R15,175/65 R15,5,2835,278
Mini,Convertible,Cooper S,3830000,1998,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",64,1415,3850,1727,2,10.3,6,195/55 R16,195/55 R16,4,2835,215
Volvo,Xc40,D4 Momentum,3990000,1969,5,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",64,1652,4425,1863,5,10.3,8,235/55 R19,235/55 R19,5,2702,432
Volvo,Xc40,D4 Inscription,4390000,1969,5,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",64,1652,4425,1863,5,10.3,8,235/55 R19,235/55 R19,5,2702,432
Volvo,Xc40,T4 R-Design,3990000,1969,5,4,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",64,1652,4425,1863,5,10.3,8,235/55 R18,235/55 R18,5,2702,432
Mini,Clubman,Cooper S,4120000,1998,4,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",64,1441,4253,1801,4,12.3,8,195/55 R16,195/55 R16,5,2670,360
Audi,A4,Premium Plus 35 Tfsi,4149000,1395,4,4,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",54,1427,4726,1842,4,12.3,7,225/50 R17 94Y,225/50 R17 94Y,5,2820,480
Audi,A4,Technology 35 Tfsi,4507000,1395,4,4,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",54,1427,4726,1842,4,12.3,7,225/50 R17 94Y,225/50 R17 94Y,5,2820,480
Mini,John Cooper Works,Hatch,4350000,1998,4,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",44,1414,3874,1727,3,12.3,8,"43.66 cm/17"" Light Alloy Wheels JCW Track Spoke, Black","43.66 cm/17"" Light Alloy Wheels JCW Track Spoke, Black",2,2495,455
Jaguar,Xe,S Petrol,4498000,1997,4,4,RWD (Rear Wheel Drive),BS 6,"Front, Transverse",61,1416,4691,1850,4,12.3,8,205 / 55 R17,205 / 55 R17,5,2835,455
Jaguar,Xe,S Diesel,4498000,1999,4,4,RWD (Rear Wheel Drive),BS 6,"Front, Transverse",56,1416,4691,1850,4,12.3,8,205 / 55 R17,205 / 55 R17,4,2835,455
Jaguar,Xe,Se Diesel,4633000,1999,4,4,RWD (Rear Wheel Drive),BS 6,"Front, Transverse",56,1416,4691,1850,4,12.3,8,205 / 55 R17,205 / 55 R17,4,2835,455
Jaguar,Xe,Se Petrol,4633000,1997,4,4,RWD (Rear Wheel Drive),BS 6,"Front, Transverse",61,1416,4691,1850,4,12.3,8,205 / 55 R17,205 / 55 R17,5,2835,455
Jaguar,Xf,2.0 Prestige,5436329,1999,4,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",74,1460,4961,2091,4,5.7,8,235/55R17,235/55R17,5,2960,505
Jaguar,Xf,2.0 Portfolio,6073446,1999,4,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",82,1457,5252,1899,4,5.7,8,235/55R18,235/55R18,5,3157,520
Jaguar,Xf,2.0 Portfolio Diesel,6138811,1999,4,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",83,1457,5252,1899,4,5.7,8,235/55R18,235/55R18,5,3157,520
Jaguar,Xf,2.0 Prestige Diesel,5506622,1999,4,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",66,1457,5067,2091,4,5.7,8,235/55R17,235/55R17,5,2960,505
Jaguar,Xf,2.0 Pure Diesel,4977080,1999,4,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",66,1457,5067,2091,4,5.7,8,235/55R17,235/55R17,5,2960,505
Audi,A3 Cabriolet,40 Tfsi,5038000,1395,4,4,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",50,1409,4421,1793,2,19.2,7,205 / 55 R16,205 / 55 R16,4,2595,320
Audi,A6,Premium Plus 45 Tfsi,5442200,1984,4,16,FWD (Front Wheel Drive),BS 6,"Front, Longitudinal",73,1455,4933,1874,4,19.2,7,225/55 R18,225/55 R18,5,2912,560
Audi,A6,Technology 45 Tfsi,5942200,1984,4,16,FWD (Front Wheel Drive),BS 6,"Front, Longitudinal",73,1455,4933,1874,4,19.2,7,225/55 R18,225/55 R18,5,2912,560
Bmw,X3,Xdrive 20D Luxury Line,5930000,1995,4,4,4WD,BS IV,"Front, Longitudinal",67,1678,4657,1881,5,16,8,225/60R19,225/60R19,5,2810,550
Bmw,X3,Xdrive 30I Luxury Line,5880000,1998,4,4,4WD,BS IV,"Front, Longitudinal",67,1678,4657,1881,5,16,8,245 / 50R19,245 / 50R19,5,2810,550
Bmw,X3,Xdrive20D Xline,5600000,1995,4,4,4WD,BS IV,"Front, Longitudinal",67,1678,4657,1881,5,16,8,225/60R19,225/60R19,5,2810,550
Land Rover,Discovery Sport,S,5706000,1999,4,4,4WD,BS 6,"Front, Transverse",70,1727,4600,2069,5,16,9,235/60 R18,235/60 R18,7,2741,550
Land Rover,Discovery Sport,R-Dynamic Se,6089000,1999,4,4,4WD,BS 6,"Front, Transverse",70,1727,4600,2069,5,16,9,235/60 R18,235/60 R18,7,2741,550
Land Rover Rover,Range Sport,2.0L Se Petrol,9448181,1997,8,4,4WD,BS IV,"Front, Longitudinal",105,1803,4879,2220,5,13.2,8,255/50,255/50,7,2923,530
Land Rover Rover,Range Sport,3.0L Tdv6 S Diesel,10373732,2993,6,4,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",80,1803,4879,2220,5,13.2,8,255/50,255/50,5,2923,1761
Bmw,X5,Xdrive30D Sport,7330000,2993,6,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",70,1745,4922,2218,5,16,8,255/50R19,255/50R19,5,2575,650
Bmw,X5,Xdrive30D Xline,8290000,2993,6,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",70,1745,4922,2218,5,16,8,255/50R19,255/50R19,5,2575,650
Bmw,X5,Xdrive40I M Sport,8290000,2998,6,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",70,1745,4922,2218,5,16,8,255/50R19,255/50R19,5,2575,650
Ford,Mustang,Fastback V8,7462000,4951,8,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",70,1391,4784,2080,3,10,6,255/40 R19,275/40 R19,4,2720,650
Jeep,Grand Cherokee,Limited,7882867,2987,6,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",94,1802,4828,1943,5,12.8,6,265 / 60 R18,265 / 60 R18,5,2915,1025
Jeep,Grand Cherokee,Suit,8931819,2987,6,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",94,1802,4828,1943,5,12.8,6,265/50 R20,265/50R20,5,2915,1025
Jeep,Grand Cherokee,Srt,11400000,6417,8,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",94,1749,4846,1954,5,12.8,8,295/45R20,295/45R20,5,2915,1025
Jeep,Grand Cherokee,Suit Petrol,7515000,3604,6,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",94,1802,4828,1943,5,16,8,265/50 R20,265/50R20,5,2915,1025
Mercedes Benz,Mercedes-Benz E-Class Cabriolet,E400,7711338,2996,6,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",80,1398,4703,1786,2,4.5,8,255/40 R18,255/35 R18,4,2760,540
Bmw,M2 Competition,Coupe,8180000,2979,6,4,RWD (Rear Wheel Drive),BS 6,"Front, Longitudinal",52,1410,4461,1854,2,12.5,7,245/35ZR19,265/35ZR19,4,2693,460
Porsche,718,Boxster,8995000,1988,4,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",54,1281,4379,1801,2,9,7,235/40 R18,235/40 R18,2,2475,650
Porsche,718,Cayman,8595000,1988,4,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",54,1281,4379,1801,2,9,7,235/40 R18,235/40 R18,2,2475,650
Mercedes Benz,Mercedes-Benz Gls,350 Cdi,8820000,2987,6,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",100,1850,5120,1934,4,6.5,7,275/55 R19,275/55 R19,5,3075,540
Mercedes Benz,Mercedes-Benz Gls,63 Amg,19199181,5461,8,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",80,1850,5146,1982,4,9,7,295 / 40 R21,295 / 40 R21,7,3075,540
Mercedes Benz,Mercedes-Benz Gls,400 4Matic,8776900,2996,8,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",80,1850,5146,1982,4,9,7,295 / 40 R21,295 / 40 R21,7,3075,540
Mercedes Benz,Mercedes-Benz Gls,Grand Edition Petrol,8690000,2996,8,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",80,1850,5146,1982,4,9,7,295 / 40 R21,295 / 40 R21,7,3075,540
Mercedes Benz,Mercedes-Benz Gls,Grand Edition Diesel,8690000,2987,6,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",100,1850,5120,1934,4,6.5,7,275/55 R19,275/55 R19,5,3075,540
Toyota,Land Cruiser Prado,Vx L,9630000,2982,4,4,4WD,BS IV,"Front, Longitudinal",87,1880,4840,1885,5,7,5,265/60R18,265/60R18,7,2790,540
Lexus,Rx 450H,450Hl Luxury,9900000,3456,6,4,AWD (All Wheel Drive),BS IV,"Front, Transverse",65,1700,5000,1895,4,18.8,5,235/60VR18,235/60VR18,5,2790,540
Audi,Rs5,Coupe,11141200,2894,8,4,AWD (All Wheel Drive),BS IV,"Front, Transverse",58,1700,4649,4649,2,19,7,265/35R19,265/35R19,4,2790,465
Bmw,7-Series,730Ld Design Pure Excellence,12290000,2993,6,4,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",78,1479,5120,2169,4,13.5,8,(245/50 R18,(245/50 R18,4,3210,515
Bmw,7-Series,730Ld Design Pure Excellence Signature,13200000,2993,6,4,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",78,1479,5120,2169,4,13.5,8,245/45 R19,275/40 R19,4,3210,515
Bmw,7-Series,730Ld M Sport,13510000,2993,6,4,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",78,1479,5120,2169,4,13.5,8,245/45 R19,275/40 R19,4,3210,515
Bmw,7-Series,740Li Design Pure Excellence Signature,13510000,2998,6,4,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",78,1479,5120,2169,4,13.5,8,245/45 R19,275/40 R19,4,3210,515
Bmw,7-Series,745Le Xdrive,16500000,2998,6,4,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",46,1481,5219,2142,4,13.5,8,(245/50 R18,(245/50 R18,4,3110,500
